Province	Abbreviation	SummaryDate	TotalCases	DailyTotals	TotalRecovered	DailyRecovered	TotalDeaths	DailyDeaths	TotalTested	DailyTested	TotalActive	DailyActive	TotalHospitalized	DailyHospitalized	TotalICU	DailyICU	TotalVaccinated	DailyVaccinated	TotalDose1	DailyDose1	TotalDose2	DailyDose2	TotalBooster	DailyBooster
QUEBEC	QC	09/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEI	PE	09/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ONTARIO	ON	09/02/2020	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
NWT	NT	09/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YUKON	YT	09/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOVA SCOTIA	NS	09/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NL	NL	09/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW BRUNSWICK	NB	09/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MANITOBA	MB	09/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC	BC	09/02/2020	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ALBERTA	AB	09/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUNAVUT	NU	09/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SASKATCHEWAN	SK	10/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REPATRIATED	RC	10/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QUEBEC	QC	10/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEI	PE	10/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ONTARIO	ON	10/02/2020	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
NWT	NT	10/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YUKON	YT	10/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOVA SCOTIA	NS	10/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NL	NL	10/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW BRUNSWICK	NB	10/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MANITOBA	MB	10/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC	BC	10/02/2020	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ALBERTA	AB	10/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUNAVUT	NU	10/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ONTARIO	ON	11/02/2020	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
YUKON	YT	11/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SASKATCHEWAN	SK	11/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REPATRIATED	RC	11/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QUEBEC	QC	11/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEI	PE	11/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NWT	NT	11/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUNAVUT	NU	11/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW BRUNSWICK	NB	11/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MANITOBA	MB	11/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC	BC	11/02/2020	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ALBERTA	AB	11/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOVA SCOTIA	NS	11/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NL	NL	11/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEI	PE	12/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ONTARIO	ON	12/02/2020	3	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
YUKON	YT	12/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SASKATCHEWAN	SK	12/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REPATRIATED	RC	12/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NWT	NT	12/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QUEBEC	QC	12/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOVA SCOTIA	NS	12/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW BRUNSWICK	NB	12/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MANITOBA	MB	12/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUNAVUT	NU	12/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC	BC	12/02/2020	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ALBERTA	AB	12/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NL	NL	12/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YUKON	YT	13/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SASKATCHEWAN	SK	13/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REPATRIATED	RC	13/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QUEBEC	QC	13/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEI	PE	13/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ONTARIO	ON	13/02/2020	3	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NWT	NT	13/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUNAVUT	NU	13/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOVA SCOTIA	NS	13/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NL	NL	13/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW BRUNSWICK	NB	13/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MANITOBA	MB	13/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC	BC	13/02/2020	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ALBERTA	AB	13/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YUKON	YT	14/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SASKATCHEWAN	SK	14/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REPATRIATED	RC	14/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QUEBEC	QC	14/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEI	PE	14/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ONTARIO	ON	14/02/2020	3	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NWT	NT	14/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUNAVUT	NU	14/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOVA SCOTIA	NS	14/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NL	NL	14/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW BRUNSWICK	NB	14/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MANITOBA	MB	14/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC	BC	14/02/2020	5	1	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0
ALBERTA	AB	14/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YUKON	YT	15/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SASKATCHEWAN	SK	15/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REPATRIATED	RC	15/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QUEBEC	QC	15/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEI	PE	15/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ONTARIO	ON	15/02/2020	3	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NWT	NT	15/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUNAVUT	NU	15/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOVA SCOTIA	NS	15/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NL	NL	15/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW BRUNSWICK	NB	15/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MANITOBA	MB	15/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC	BC	15/02/2020	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ALBERTA	AB	15/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SASKATCHEWAN	SK	16/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REPATRIATED	RC	16/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QUEBEC	QC	16/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEI	PE	16/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ONTARIO	ON	16/02/2020	3	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NWT	NT	16/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YUKON	YT	16/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOVA SCOTIA	NS	16/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NL	NL	16/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW BRUNSWICK	NB	16/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MANITOBA	MB	16/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC	BC	16/02/2020	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ALBERTA	AB	16/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUNAVUT	NU	16/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YUKON	YT	17/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SASKATCHEWAN	SK	17/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REPATRIATED	RC	17/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QUEBEC	QC	17/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEI	PE	17/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ONTARIO	ON	17/02/2020	3	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NWT	NT	17/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUNAVUT	NU	17/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOVA SCOTIA	NS	17/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NL	NL	17/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW BRUNSWICK	NB	17/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MANITOBA	MB	17/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC	BC	17/02/2020	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ALBERTA	AB	17/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SASKATCHEWAN	SK	18/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REPATRIATED	RC	18/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QUEBEC	QC	18/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEI	PE	18/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ONTARIO	ON	18/02/2020	3	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NWT	NT	18/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YUKON	YT	18/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOVA SCOTIA	NS	18/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NL	NL	18/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW BRUNSWICK	NB	18/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MANITOBA	MB	18/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC	BC	18/02/2020	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ALBERTA	AB	18/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUNAVUT	NU	18/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SASKATCHEWAN	SK	19/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REPATRIATED	RC	19/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QUEBEC	QC	19/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEI	PE	19/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ONTARIO	ON	19/02/2020	3	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NWT	NT	19/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YUKON	YT	19/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOVA SCOTIA	NS	19/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NL	NL	19/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW BRUNSWICK	NB	19/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MANITOBA	MB	19/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC	BC	19/02/2020	5	0	1	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ALBERTA	AB	19/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUNAVUT	NU	19/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ONTARIO	ON	20/02/2020	3	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YUKON	YT	20/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SASKATCHEWAN	SK	20/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REPATRIATED	RC	20/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QUEBEC	QC	20/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEI	PE	20/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NWT	NT	20/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUNAVUT	NU	20/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW BRUNSWICK	NB	20/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MANITOBA	MB	20/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC	BC	20/02/2020	6	1	1	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0
ALBERTA	AB	20/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOVA SCOTIA	NS	20/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NL	NL	20/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ONTARIO	ON	21/02/2020	3	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEI	PE	21/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QUEBEC	QC	21/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YUKON	YT	21/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SASKATCHEWAN	SK	21/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NWT	NT	21/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REPATRIATED	RC	21/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOVA SCOTIA	NS	21/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALBERTA	AB	21/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NL	NL	21/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MANITOBA	MB	21/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUNAVUT	NU	21/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC	BC	21/02/2020	6	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW BRUNSWICK	NB	21/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ONTARIO	ON	22/02/2020	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YUKON	YT	22/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SASKATCHEWAN	SK	22/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REPATRIATED	RC	22/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QUEBEC	QC	22/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NWT	NT	22/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEI	PE	22/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOVA SCOTIA	NS	22/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW BRUNSWICK	NB	22/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MANITOBA	MB	22/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC	BC	22/02/2020	6	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ALBERTA	AB	22/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUNAVUT	NU	22/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NL	NL	22/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEI	PE	23/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ONTARIO	ON	23/02/2020	4	1	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
SASKATCHEWAN	SK	23/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REPATRIATED	RC	23/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QUEBEC	QC	23/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NWT	NT	23/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YUKON	YT	23/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOVA SCOTIA	NS	23/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW BRUNSWICK	NB	23/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MANITOBA	MB	23/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC	BC	23/02/2020	6	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ALBERTA	AB	23/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NL	NL	23/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUNAVUT	NU	23/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QUEBEC	QC	24/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEI	PE	24/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REPATRIATED	RC	24/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SASKATCHEWAN	SK	24/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YUKON	YT	24/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NWT	NT	24/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ONTARIO	ON	24/02/2020	4	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NOVA SCOTIA	NS	24/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NL	NL	24/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MANITOBA	MB	24/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW BRUNSWICK	NB	24/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALBERTA	AB	24/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC	BC	24/02/2020	7	1	1	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0
NUNAVUT	NU	24/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QUEBEC	QC	25/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEI	PE	25/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ONTARIO	ON	25/02/2020	4	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YUKON	YT	25/02/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
